first_name,last_name,gender,past_3_years_bike_related_purchases,dob,age,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,rank,Value
Penrod,Tomasicchio,Male,5,5/28/1968,52.27,,Health,High Net Worth,N,No,19,30 Harper Trail,2318,NSW,Australia,9,544,0.51
Farlie,Petford,Male,76,3/25/1968,52.45,Recruiting Manager,n/a,High Net Worth,N,No,13,2330 Butternut Trail,2017,NSW,Australia,10,19,1.44765625
Nady,Withinshaw,Female,96,2/17/1968,52.55,Database Administrator III,n/a,High Net Worth,N,No,8,7 Brentwood Circle,4000,QLD,Australia,7,558,0.734375
Yancy,Clementet,Male,5,2/16/1968,52.55,Mechanical Systems Engineer,n/a,High Net Worth,N,No,15,9 Union Center,2147,NSW,Australia,9,34,1.35
Daisy,Spowart,Female,60,12/18/1967,52.71,Staff Accountant I,Health,Affluent Customer,N,Yes,4,115 Westridge Road,4570,QLD,Australia,3,83,1.225
Mick,Macewan,Male,32,12/12/1967,52.73,Senior Cost Accountant,Financial Services,Mass Customer,N,No,16,59254 Northland Alley,2032,NSW,Australia,10,135,1.138
Leonora,Swetenham,Female,66,10/5/1967,52.92,,IT,Mass Customer,N,Yes,10,660 Hallows Place,2026,NSW,Australia,10,568,0.575
Shepperd,Ricards,Male,28,9/27/1967,52.94,Social Worker,Health,Mass Customer,N,Yes,16,7 Oakridge Lane,2284,NSW,Australia,4,76,1.238
Katharine,Redbourn,Female,8,9/11/1967,52.98,Recruiter,Manufacturing,Affluent Customer,N,Yes,4,178 Waxwing Trail,3134,VIC,Australia,10,170,1.084
Mavra,Finan,Female,30,8/23/1967,53.03,Nurse,Property,Affluent Customer,N,Yes,4,88 Shopko Way,2034,NSW,Australia,9,528,0.436
Donica,Humby,Female,47,6/1/1967,53.26,Senior Cost Accountant,Financial Services,Mass Customer,N,No,4,488 Briar Crest Court,2101,NSW,Australia,12,565,0.542
Tannie,Gambrell,Male,92,5/25/1967,53.28,Financial Analyst,Financial Services,Affluent Customer,N,No,4,49 Surrey Point,4710,QLD,Australia,4,133,1.138
Esme,Pilipets,Male,15,5/6/1967,53.33,Environmental Tech,Health,Mass Customer,N,Yes,5,9 Ruskin Way,3228,VIC,Australia,9,531,0.42
Padriac,Collacombe,Male,67,4/7/1967,53.41,Software Consultant,Health,Affluent Customer,N,No,13,76 Mendota Park,2090,NSW,Australia,10,536,0.808
Loise,Iltchev,Female,70,3/18/1967,53.47,Electrical Engineer,Manufacturing,High Net Worth,N,Yes,17,45 Becker Place,4504,QLD,Australia,6,30,1.368
Torry,de la Valette Parisot,Male,95,3/14/1967,53.48,VP Marketing,Telecommunications,Mass Customer,N,Yes,18,36963 Pierstorff Terrace,3168,VIC,Australia,9,449,0.888
Conway,Juarez,Male,27,3/2/1967,53.51,Help Desk Technician,n/a,Affluent Customer,N,No,17,66904 American Ash Hill,4814,QLD,Australia,5,556,0.5
Shadow,Yakutin,Male,85,2/3/1967,53.59,Software Test Engineer IV,Health,Affluent Customer,N,Yes,6,06 Dwight Park,4119,QLD,Australia,2,177,1.073
Cliff,Philipsson,Male,82,2/2/1967,53.59,Structural Analysis Engineer,Argiculture,Mass Customer,N,No,16,600 Artisan Drive,3149,VIC,Australia,10,490,0.86
Otha,Langworthy,Female,91,1/20/1967,53.62,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,13,678 Lyons Trail,3130,VIC,Australia,10,353,0.935
Madison,Lars,Male,11,1/19/1967,53.63,Health Coach III,Health,Mass Customer,N,No,19,9503 New Castle Street,4500,QLD,Australia,9,561,0.75
Konstanze,Hovie,Female,88,1/9/1967,53.65,Pharmacist,Health,Mass Customer,N,No,11,351 Sunfield Lane,4370,QLD,Australia,7,213,1.041
Blondell,Dibdall,Female,62,1/3/1967,53.67,Programmer III,n/a,Mass Customer,N,No,4,34 Bunting Pass,3048,VIC,Australia,4,544,0.442
Amara,Clow,Female,47,11/17/1966,53.8,Biostatistician IV,Financial Services,Mass Customer,N,Yes,13,99376 Namekagon Street,3101,VIC,Australia,12,585,0.6
Brod,Attrey,Male,46,11/5/1966,53.83,Budget/Accounting Analyst III,n/a,Mass Customer,N,Yes,14,180 Lakewood Park,2194,NSW,Australia,8,577,0.584375
Beatrix,McGivena,Female,26,10/18/1966,53.88,Assistant Manager,Health,Mass Customer,N,Yes,9,6 Sutherland Parkway,4879,QLD,Australia,10,581,0.677
Rozamond,Sommer,Female,27,9/19/1966,53.96,Operator,IT,Affluent Customer,N,Yes,12,608 Dapin Court,3129,VIC,Australia,10,558,0.765
Amabel,,Female,71,9/14/1981,,Chief Design Engineer,Financial Services,Mass Customer,N,Yes,9,3128 Mallory Pass,2144,NSW,Australia,6,530,0.82875
Corinna,Suggey,Female,52,9/18/1966,53.96,Design Engineer,n/a,Affluent Customer,N,No,9,938 Ilene Road,2761,NSW,Australia,8,23,1.42109375
Fancie,Woofendell,Female,68,9/17/1966,53.97,Research Nurse,Health,Mass Customer,N,Yes,6,8 Crowley Center,4212,QLD,Australia,7,588,0.663
Wylie,Huntingdon,Male,99,8/11/1966,54.07,VP Quality Control,Financial Services,Mass Customer,N,No,15,08822 Duke Road,2763,NSW,Australia,8,575,0.701
Pierrette,Gummie,Female,18,8/4/1966,54.09,Statistician II,Retail,Affluent Customer,N,No,14,29 Maple Trail,3143,VIC,Australia,8,573,0.738
Claudine,Barstowk,Female,71,7/20/1966,54.13,Nurse,Property,High Net Worth,N,Yes,5,1859 Forest Circle,4000,QLD,Australia,11,11,1.469
My,Chaston,Male,92,7/16/1966,54.14,Desktop Support Technician,Manufacturing,Affluent Customer,N,Yes,16,74613 Northport Park,3765,VIC,Australia,9,73,1.238
Kelsey,Hatt,Female,69,6/27/1966,54.19,Senior Sales Associate,Financial Services,High Net Worth,N,No,8,309 Maple Wood Pass,3930,VIC,Australia,6,462,0.875
Bunny,Leebetter,Female,83,4/30/1966,54.35,Quality Engineer,Manufacturing,High Net Worth,N,Yes,8,4 Lukken Lane,4301,QLD,Australia,4,404,0.9
Muffin,Bhar,Male,44,4/7/1966,54.41,,n/a,Affluent Customer,N,No,19,15 Weeping Birch Crossing,2448,NSW,Australia,4,579,0.5375
Dahlia,Shovlar,Female,90,3/7/1966,54.5,Environmental Specialist,n/a,Affluent Customer,N,Yes,7,655 Glendale Trail,3976,VIC,Australia,3,194,1.051875
Philbert,Bangs,Male,67,3/3/1966,54.51,Environmental Specialist,IT,Mass Customer,N,Yes,6,02643 Moose Court,4500,QLD,Australia,7,561,0.451
Inglebert,Butland,Male,71,1/30/1966,54.6,Actuary,Financial Services,Mass Customer,N,Yes,7,51837 Canary Center,2114,NSW,Australia,9,592,0.675
Kellina,Haygreen,Female,38,1/19/1966,54.63,Librarian,Entertainment,Affluent Customer,N,No,18,5731 Bunker Hill Lane,2046,NSW,Australia,10,600,0.625
Gretna,Thredder,Female,62,1/8/1966,54.66,,n/a,Mass Customer,N,No,18,1607 Westridge Drive,2203,NSW,Australia,11,140,1.115625
Charlena,Berney,Female,55,1/2/1966,54.67,Geological Engineer,Manufacturing,High Net Worth,N,Yes,12,496 Logan Center,4207,QLD,Australia,4,117,1.148
Alex,Patshull,Female,37,1/2/1966,54.67,Senior Quality Engineer,Retail,Mass Customer,N,Yes,13,446 High Crossing Way,4165,QLD,Australia,5,562,0.425
Deirdre,Sturgeon,Female,11,12/22/1965,54.7,VP Sales,Retail,Mass Customer,N,Yes,9,7 Sycamore Terrace,2232,NSW,Australia,10,595,0.638
Claudine,Dymick,Female,28,12/13/1965,54.73,Design Engineer,Health,Mass Customer,N,No,5,31675 Corry Way,3977,VIC,Australia,5,234,1.02
Melinda,Hadlee,Female,34,9/21/1965,54.96,Financial Analyst,Financial Services,Affluent Customer,N,No,19,115 Montana Place,2093,NSW,Australia,9,3,1.703
Hyman,Petrolli,Male,8,9/9/1965,54.99,Senior Sales Associate,n/a,Affluent Customer,N,Yes,4,290 Menomonie Circle,3782,VIC,Australia,7,597,0.67734375
Valerie,Pickover,Female,34,9/8/1965,54.99,Editor,Financial Services,Mass Customer,N,No,9,92214 Spenser Road,2756,NSW,Australia,8,34,1.338
Ferdinand,Billie,Male,97,9/4/1965,55,Chemical Engineer,Manufacturing,Mass Customer,N,No,6,660 Carey Avenue,2759,NSW,Australia,8,593,0.688
Glendon,Malham,Male,36,8/21/1965,55.04,Web Designer I,Manufacturing,Mass Customer,N,No,17,6 Anzinger Pass,3030,VIC,Australia,6,602,0.672
Vittorio,Boxen,Male,94,8/15/1965,55.06,Mechanical Systems Engineer,n/a,Mass Customer,N,No,14,3 Anthes Court,2148,NSW,Australia,9,146,1.1
Tyne,Coate,Female,82,7/15/1965,55.14,Developer II,Manufacturing,Mass Customer,N,No,17,90820 Thackeray Street,2218,NSW,Australia,8,77,1.225
Farris,Skettles,Male,38,7/3/1965,55.17,Payment Adjustment Coordinator,n/a,Mass Customer,N,Yes,13,49309 Redwing Lane,3240,VIC,Australia,7,69,1.2484375
Becka,Hacon,Female,81,7/3/1965,55.17,General Manager,Financial Services,Affluent Customer,N,No,17,1 Namekagon Point,3791,VIC,Australia,9,194,1.05
Dawn,Pyffe,Female,56,5/28/1965,55.27,Media Manager III,Retail,Mass Customer,N,No,11,734 Veith Way,3155,VIC,Australia,8,459,0.871
Noak,Sleany,Male,1,5/4/1965,55.34,Budget/Accounting Analyst I,Financial Services,Affluent Customer,N,No,17,1 Roth Plaza,3121,VIC,Australia,10,607,0.587
Donn,MacGregor,Male,80,4/22/1965,55.37,Civil Engineer,Manufacturing,High Net Worth,N,No,5,0439 Mandrake Park,2046,NSW,Australia,10,525,0.825
Frederigo,Cribbott,Male,35,3/15/1965,55.48,Social Worker,Health,Mass Customer,N,No,16,42280 Namekagon Crossing,2140,NSW,Australia,8,610,0.646
Geoff,Sitford,Male,97,2/27/1965,55.52,Account Executive,Financial Services,Mass Customer,N,Yes,4,7 Elgar Road,2148,NSW,Australia,8,215,1.031
Charmain,Styles,Female,49,2/25/1965,55.53,Programmer Analyst I,Property,High Net Worth,N,Yes,18,423 Holy Cross Lane,3029,VIC,Australia,7,571,0.799
Jamal,Dudgeon,Male,83,2/9/1965,55.57,Mechanical Systems Engineer,Financial Services,Mass Customer,N,No,7,2712 Namekagon Crossing,3029,VIC,Australia,5,578,0.782
Erasmus,Olenchenko,Male,56,2/3/1965,55.59,Software Test Engineer IV,Property,Mass Customer,N,Yes,5,415 Rockefeller Trail,2484,NSW,Australia,7,419,0.891
Conroy,Rappaport,Male,39,1/8/1965,55.66,Assistant Manager,Health,High Net Worth,N,No,9,5219 Pearson Drive,2148,NSW,Australia,9,101,1.158
Clarine,Piecha,Female,99,12/7/1964,55.74,Dental Hygienist,Health,High Net Worth,N,No,14,7523 Eggendart Hill,4151,QLD,Australia,10,607,0.55
Sloan,Pudney,Male,83,11/10/1964,55.82,Junior Executive,Financial Services,Affluent Customer,N,No,16,6771 Pleasure Terrace,4557,QLD,Australia,9,618,0.595
Corene,Hallgate,Female,26,11/6/1964,55.83,,Financial Services,Mass Customer,N,Yes,14,2109 Shoshone Court,3103,VIC,Australia,12,501,0.833
Raleigh,Pont,Male,48,11/2/1964,55.84,Associate Professor,Entertainment,Mass Customer,N,No,14,7650 Gulseth Parkway,3139,VIC,Australia,7,606,0.531
Murial,Bulloch,Female,59,10/1/1964,55.93,,Financial Services,Mass Customer,N,No,13,391 Old Shore Lane,2011,NSW,Australia,6,274,0.9875
Diego,Van den Broek,Male,17,9/28/1964,55.94,Business Systems Development Analyst,Manufacturing,Affluent Customer,N,Yes,13,8 Schlimgen Drive,4055,QLD,Australia,7,266,0.988
Harlene,Nono,U,69,,,Human Resources Manager,IT,Mass Customer,N,No,12,0307 Namekagon Crossing,2170,NSW,Australia,7,575,0.796875
Reinold,Natt,Male,16,8/23/1964,56.03,Help Desk Technician,Financial Services,High Net Worth,N,Yes,8,70 Evergreen Hill,3207,VIC,Australia,8,600,0.47
Pansie,Beccero,Female,35,7/7/1964,56.16,Software Test Engineer I,Financial Services,Affluent Customer,N,Yes,10,315 Hudson Road,4818,QLD,Australia,5,625,0.621
Wyn,Saynor,Male,54,6/22/1964,56.2,Cost Accountant,Financial Services,High Net Worth,N,No,8,5 Briar Crest Road,2099,NSW,Australia,9,134,1.113
Andriana,Gosnoll,Female,53,5/19/1964,56.3,Chief Design Engineer,Manufacturing,Mass Customer,N,No,8,900 Brown Junction,2291,NSW,Australia,10,607,0.51
Zabrina,Margram,Female,87,5/15/1964,56.31,,Manufacturing,High Net Worth,N,Yes,11,1092 Kinsman Parkway,4053,QLD,Australia,8,484,0.839375
Mandie,Feares,Female,32,4/19/1964,56.38,Clinical Specialist,Health,Mass Customer,N,No,10,39 Kedzie Pass,4053,QLD,Australia,8,4,1.594
Virginia,De Antoni,Female,17,3/14/1964,56.48,Executive Secretary,Telecommunications,High Net Worth,N,Yes,12,88093 Pierstorff Plaza,2030,NSW,Australia,10,555,0.808
Rhodie,Gaskall,Female,83,2/1/1964,56.59,VP Quality Control,n/a,Mass Customer,N,Yes,9,251 Pierstorff Alley,4170,QLD,Australia,9,597,0.44625
Arty,Strudwick,Male,85,1/31/1964,56.6,Data Coordiator,Health,Mass Customer,N,Yes,8,62 Melrose Court,2211,NSW,Australia,10,309,0.95
Gleda,Howerd,Female,59,1/22/1964,56.62,Senior Developer,IT,Mass Customer,N,No,6,481 Moulton Place,2440,NSW,Australia,2,386,0.9
Abigale,Sives,Female,48,12/13/1963,56.73,VP Marketing,Health,Affluent Customer,N,Yes,14,2 Glendale Center,4207,QLD,Australia,4,136,1.109
Raynard,,Male,32,4/13/1996,,Statistician III,Health,Affluent Customer,N,No,14,20187 Loomis Court,4132,QLD,Australia,6,587,0.78625
Renate,Whyte,Female,60,12/8/1963,56.74,Registered Nurse,Health,High Net Worth,N,Yes,15,4189 Laurel Center,2620,NSW,Australia,7,631,0.58
Jenny,Massy,Female,82,10/16/1963,56.89,Project Manager,Telecommunications,Mass Customer,N,Yes,10,6 Meadow Ridge Pass,2470,NSW,Australia,2,621,0.677
Art,Shardlow,Male,57,10/15/1963,56.89,Data Coordiator,Argiculture,Mass Customer,N,Yes,15,7 Clemons Circle,4350,QLD,Australia,2,347,0.922
Zebulen,Emtage,Male,52,9/1/1963,57.01,Senior Developer,n/a,High Net Worth,N,Yes,17,44 Ronald Regan Parkway,4352,QLD,Australia,7,623,0.6625
Jared,Fendlow,Male,79,8/25/1963,57.03,Media Manager II,Financial Services,Mass Customer,N,No,15,6195 Bellgrove Lane,4211,QLD,Australia,7,633,0.575
Clarabelle,Broschek,Female,6,8/25/1963,57.03,Geological Engineer,Manufacturing,Mass Customer,N,No,18,8491 Pennsylvania Crossing,4035,QLD,Australia,6,609,0.436
Whit,Emloch,Male,30,8/20/1963,57.05,Food Chemist,Health,Mass Customer,N,Yes,6,105 Carpenter Court,2220,NSW,Australia,9,291,0.967
Eugenie,Brinson,Female,79,8/10/1963,57.07,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,17,7109 Grayhawk Avenue,3073,VIC,Australia,6,616,0.476
Farlie,Brookz,Male,62,7/31/1963,57.1,Administrative Assistant I,Health,Mass Customer,N,Yes,6,6692 Independence Way,2070,NSW,Australia,12,607,0.757
Jamie,Jiruca,Female,21,6/16/1963,57.22,Recruiting Manager,Argiculture,Mass Customer,N,No,18,5013 Erie Crossing,2230,NSW,Australia,9,45,1.288
Shelli,Bartholomaus,Female,88,5/11/1963,57.32,Associate Professor,Health,Mass Customer,N,Yes,6,356 Carberry Avenue,3082,VIC,Australia,7,200,1.036
Gerianne,Kaysor,U,15,,,Project Manager,IT,Affluent Customer,N,No,5,882 Toban Lane,2121,NSW,Australia,11,599,0.775
Cammy,Stoneham,Female,74,5/2/1963,57.35,Business Systems Development Analyst,Financial Services,High Net Worth,N,No,14,8648 Green Alley,4680,QLD,Australia,3,148,1.084
Dru,Crellim,Female,57,3/4/1963,57.51,,n/a,Mass Customer,N,No,12,90 Morningstar Drive,3030,VIC,Australia,7,625,0.5
Gabrila,Toopin,Female,7,1/14/1963,57.64,Junior Executive,Manufacturing,Mass Customer,N,No,12,1914 Oakridge Place,2456,NSW,Australia,6,298,0.956
Cami,Barnbrook,Female,8,1/1/1963,57.68,Occupational Therapist,Health,Affluent Customer,N,Yes,18,890 Truax Lane,4285,QLD,Australia,2,123,1.126
Dominick,Asher,Male,50,10/6/1962,57.92,Research Associate,Health,Affluent Customer,N,Yes,5,7307 Lake View Crossing,3804,VIC,Australia,9,181,1.05
Lissa,Gawn,Female,86,9/21/1962,57.96,Legal Assistant,Health,Mass Customer,N,Yes,17,14183 Iowa Center,4503,QLD,Australia,5,617,0.74
Noami,Cokly,Female,74,9/17/1962,57.97,,Manufacturing,Mass Customer,N,Yes,15,2886 Buena Vista Terrace,2038,NSW,Australia,11,621,0.45
Teodor,Mullinder,Male,56,8/26/1962,58.03,Nuclear Power Engineer,Manufacturing,High Net Worth,N,No,11,43 Pond Junction,3216,VIC,Australia,5,646,0.575
Sibylla,Kibble,Female,73,8/5/1962,58.09,Pharmacist,Health,High Net Worth,N,No,12,3 Ruskin Hill,2122,NSW,Australia,9,630,0.701
Aurie,Rhead,Female,78,7/28/1962,58.11,Geological Engineer,Manufacturing,Affluent Customer,N,Yes,5,235 Mendota Court,2650,NSW,Australia,2,58,1.25
Irvin,Bevans,Male,82,7/12/1962,58.15,Payment Adjustment Coordinator,Manufacturing,Mass Customer,N,No,12,5880 Hauk Street,2046,NSW,Australia,11,624,0.73
Riki,Wandtke,Female,25,5/12/1962,58.32,Librarian,Entertainment,Mass Customer,N,Yes,5,435 Mitchell Street,4115,QLD,Australia,7,644,0.651
Dorie,Dunleavy,Female,24,5/5/1962,58.34,Registered Nurse,Health,Affluent Customer,N,No,12,1 Mcguire Lane,3356,VIC,Australia,4,651,0.578
Malvin,Ryhorovich,Male,37,3/3/1962,58.51,Quality Control Specialist,n/a,Mass Customer,N,No,5,5356 Sugar Plaza,4818,QLD,Australia,3,155,1.073125
Denys,Minshall,Female,30,12/26/1961,58.7,Environmental Tech,Manufacturing,Affluent Customer,N,Yes,14,7 Myrtle Lane,2324,NSW,Australia,8,74,1.222
Demetria,Bausor,Female,73,12/22/1961,58.71,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,9,97 Transport Plaza,2097,NSW,Australia,12,312,0.938
Halette,Borsi,Female,60,12/10/1961,58.74,Research Nurse,Health,Affluent Customer,N,Yes,16,356 Pennsylvania Point,2128,NSW,Australia,9,641,0.669
Mariette,,Female,47,7/5/1956,,Programmer II,Property,Affluent Customer,N,Yes,17,770 Farmco Point,2049,NSW,Australia,11,617,0.754375
Brooke,Arling,Male,76,12/5/1961,58.75,,n/a,High Net Worth,N,No,6,6 Melby Center,3027,VIC,Australia,5,19,1.42109375
David,Napoleon,Male,72,11/5/1961,58.83,Structural Engineer,n/a,High Net Worth,N,No,14,69 Garrison Point,2223,NSW,Australia,11,48,1.28125
Josepha,Clamp,Female,12,11/3/1961,58.84,Marketing Manager,n/a,High Net Worth,N,No,12,2 Harper Junction,2069,NSW,Australia,12,641,0.69
Aridatha,Sephton,Female,95,10/22/1961,58.87,Human Resources Assistant II,n/a,Mass Customer,N,No,5,422 Forster Circle,2340,NSW,Australia,1,42,1.2875
Cristen,Wiltshire,Female,59,10/20/1961,58.88,VP Sales,Financial Services,High Net Worth,N,Yes,15,93 Judy Drive,3047,VIC,Australia,6,42,1.288
Fabio,Commuzzo,Male,5,10/2/1961,58.93,Software Test Engineer II,Manufacturing,Mass Customer,N,No,18,66 Shopko Circle,3806,VIC,Australia,8,651,0.52
Kizzee,Kemston,Female,11,9/29/1961,58.94,,Health,Mass Customer,N,No,13,5979 Green Ridge Way,2767,NSW,Australia,8,294,0.945625
Huberto,Mollatt,Male,82,8/27/1961,59.03,Programmer IV,n/a,Mass Customer,N,Yes,14,31121 Pierstorff Center,2770,NSW,Australia,7,418,0.8765625
Lotty,Loach,Female,76,8/23/1961,59.04,Nurse,Health,High Net Worth,N,Yes,7,78451 South Street,2380,NSW,Australia,3,658,0.542
Feodor,Englishby,Male,54,8/14/1961,59.06,Account Coordinator,Health,Mass Customer,N,No,11,24695 Boyd Road,3201,VIC,Australia,5,74,1.203
Mycah,Beaston,Male,11,7/31/1961,59.1,Environmental Specialist,n/a,High Net Worth,N,Yes,12,2 Mandrake Street,2221,NSW,Australia,11,658,0.55
Harman,Lynds,Male,4,5/27/1961,59.28,Professor,n/a,Mass Customer,N,Yes,5,538 Gina Way,4105,QLD,Australia,8,136,1.09
Garreth,Minett,Male,93,5/23/1961,59.29,Physical Therapy Assistant,n/a,Affluent Customer,N,Yes,10,21667 Randy Crossing,3163,VIC,Australia,7,590,0.765
Terrel,Keynd,Male,30,4/20/1961,59.38,Junior Executive,Manufacturing,Mass Customer,N,No,9,65 David Pass,4221,QLD,Australia,7,624,0.744
Tobias,Woodhams,Male,0,4/15/1961,59.39,Research Nurse,Health,Mass Customer,N,No,17,4 Valley Edge Plaza,2759,NSW,Australia,9,26,1.341
Sean,O'Loughlin,Male,48,3/22/1961,59.46,Database Administrator III,Manufacturing,High Net Worth,N,Yes,16,83 Old Gate Point,2576,NSW,Australia,10,31,1.325
Eddy,Sturch,Male,22,2/11/1961,59.57,Software Consultant,Financial Services,High Net Worth,N,Yes,17,1 Kinsman Crossing,4158,QLD,Australia,6,241,0.988
Hildegarde,Bamb,Female,16,2/10/1961,59.57,Help Desk Operator,n/a,High Net Worth,N,Yes,10,5070 Division Parkway,3910,VIC,Australia,9,658,0.499375
Sharai,Priddie,Female,13,1/16/1961,59.64,Sales Representative,Retail,Mass Customer,N,No,9,5202 Crowley Place,2145,NSW,Australia,9,148,1.073
Dorolice,Osmon,Female,46,1/15/1961,59.64,,Financial Services,Affluent Customer,N,No,15,602 Clove Center,3046,VIC,Australia,6,672,0.5875
Nora,Anselm,Female,84,1/5/1961,59.67,,Entertainment,High Net Worth,N,Yes,15,2 Emmet Parkway,4342,QLD,Australia,5,302,0.9375
Bartram,Di Lucia,Male,70,1/3/1961,59.67,,Argiculture,Mass Customer,N,Yes,5,83509 Delaware Street,2480,NSW,Australia,3,166,1.06
Harman,A'field,Male,39,12/27/1960,59.69,Geologist III,Manufacturing,Affluent Customer,N,Yes,6,31815 Vermont Drive,4227,QLD,Australia,5,664,0.499
George,Jose,Male,68,12/19/1960,59.71,Payment Adjustment Coordinator,Retail,High Net Worth,N,Yes,20,535 Corben Point,4680,QLD,Australia,4,438,0.85
Blinnie,Roze,Female,84,12/10/1960,59.74,Librarian,Entertainment,High Net Worth,N,No,11,44557 Rutledge Court,4171,QLD,Australia,7,9,1.469
Rhona,De Freyne,Female,45,11/22/1960,59.79,,Health,High Net Worth,N,No,8,11184 East Drive,3056,VIC,Australia,10,12,1.4609375
Cazzie,Stanwix,Male,37,10/1/1960,59.93,Research Assistant IV,Manufacturing,High Net Worth,N,Yes,11,6026 Mallory Drive,4561,QLD,Australia,7,667,0.638
Reginald,Jermy,Male,7,9/12/1960,59.98,Director of Sales,n/a,High Net Worth,N,Yes,20,540 Katie Street,4128,QLD,Australia,8,273,0.96
Morgen,Newport,Female,5,8/31/1960,60.02,Project Manager,Manufacturing,Mass Customer,N,No,6,9 Washington Center,3340,VIC,Australia,4,663,0.478
Tillie,Bisseker,Female,74,8/10/1960,60.07,Civil Engineer,Manufacturing,High Net Worth,N,No,14,59208 Barnett Avenue,2104,NSW,Australia,12,658,0.436
Trudie,Phinnessy,Female,45,7/4/1960,60.17,,Financial Services,Mass Customer,N,Yes,15,077 Dennis Lane,3030,VIC,Australia,9,671,0.648125
Romonda,Hallt,Female,69,5/9/1960,60.33,Operator,n/a,Affluent Customer,N,No,15,703 Ludington Plaza,2480,NSW,Australia,4,423,0.860625
Rowen,Sollas,Male,38,4/23/1960,60.37,Dental Hygienist,Health,Mass Customer,N,No,5,4 Anzinger Street,4556,QLD,Australia,8,684,0.587
Ardis,Taree,Female,97,4/12/1960,60.4,Chemical Engineer,Manufacturing,Affluent Customer,N,Yes,5,0 Emmet Trail,4128,QLD,Australia,9,611,0.748
Sharline,Abyss,Female,11,3/18/1960,60.47,,n/a,Mass Customer,N,Yes,15,367 Bay Point,4011,QLD,Australia,4,57,1.2375
Xenia,Maleck,Female,41,2/14/1960,60.56,VP Product Management,Telecommunications,Mass Customer,N,No,12,5 Southridge Hill,3029,VIC,Australia,7,659,0.71
Kippar,Whyatt,Male,13,1/21/1960,60.63,,Property,Mass Customer,N,No,10,264 Valley Edge Pass,2259,NSW,Australia,7,659,0.71
Ahmed,Pickthorne,Male,46,12/25/1959,60.7,Marketing Manager,n/a,High Net Worth,N,Yes,15,50 American Street,2147,NSW,Australia,9,215,1
Gerta,Porrett,Female,46,11/13/1959,60.82,Registered Nurse,Health,High Net Worth,N,No,12,074 Badeau Crossing,3250,VIC,Australia,2,687,0.563
Ferdinand,Romanetti,Male,60,10/7/1959,60.92,Paralegal,Financial Services,Affluent Customer,N,No,9,2 Sloan Way,2200,NSW,Australia,7,660,0.374
Rickert,Brasted,Male,47,9/18/1959,60.97,Staff Scientist,Health,Mass Customer,N,No,10,20 Hoffman Park,2145,NSW,Australia,9,681,0.513
Consalve,Ballay,Male,41,9/18/1959,60.97,Web Developer I,IT,Mass Customer,N,Yes,7,72 Village Terrace,2250,NSW,Australia,8,665,0.4
Kathe,Oller,Female,47,8/20/1959,61.05,General Manager,Manufacturing,Mass Customer,N,Yes,5,817 Loftsgordon Road,3029,VIC,Australia,4,681,0.485
Ted,Izacenko,Male,3,8/1/1959,61.1,Librarian,Entertainment,High Net Worth,N,No,9,2 Shasta Place,3130,VIC,Australia,10,663,0.706
Markus,Pendrey,Male,88,8/1/1959,61.1,Clinical Specialist,Health,Affluent Customer,N,Yes,12,2382 Anthes Crossing,2153,NSW,Australia,10,690,0.558
Giselbert,Pickring,Male,94,7/28/1959,61.11,Tax Accountant,Manufacturing,Affluent Customer,N,Yes,20,653 2nd Park,2766,NSW,Australia,8,662,0.712
Weidar,Etheridge,Male,38,7/13/1959,61.15,Compensation Analyst,Financial Services,Mass Customer,N,Yes,6,0535 Jay Point,2422,NSW,Australia,4,667,0.383
Chicky,Sinclar,U,43,,,Operator,IT,High Net Worth,N,Yes,0,5 Red Cloud Place,3222,VIC,Australia,4,662,0.711875
Gerik,Woodroof,Male,18,6/13/1959,61.23,Paralegal,Financial Services,High Net Worth,N,Yes,9,41 Kropf Road,3175,VIC,Australia,7,252,0.975
Alfi,Sabbins,Female,63,6/12/1959,61.24,,Financial Services,High Net Worth,N,Yes,18,763 Ridgeway Place,2344,NSW,Australia,3,189,1.025
Robenia,Monks,Female,94,5/8/1959,61.33,Nurse Practicioner,Manufacturing,Mass Customer,N,No,5,8 Fieldstone Street,4065,QLD,Australia,9,132,1.088
Engracia,Dobbs,Female,84,4/19/1959,61.39,,Health,Mass Customer,N,No,15,72 Eliot Place,2250,NSW,Australia,8,98,1.140625
Delly,Sunman,Female,49,4/11/1959,61.41,Account Coordinator,Retail,Mass Customer,N,No,15,652 Fuller Terrace,3206,VIC,Australia,12,142,1.073
Ingmar,Okenden,Male,97,3/1/1959,61.52,Compensation Analyst,Financial Services,Mass Customer,N,Yes,8,1 Graceland Plaza,3216,VIC,Australia,2,388,0.88
Nanni,Girodias,Female,61,1/8/1959,61.66,,Retail,High Net Worth,N,No,16,74 Shopko Pass,2161,NSW,Australia,9,584,0.754375
Dexter,Shutle,Male,81,1/5/1959,61.67,Quality Control Specialist,n/a,Mass Customer,N,No,17,07 Dayton Court,4005,QLD,Australia,7,170,1.046875
